physical_distance_cm,frame_count,burst_period,estimated_distance_cm,rtt_ns,elapsed_ms
# Starting automated sampling: 13 configs x 1000 samples = 13000 total
# Config 1/13: frame_count=16, burst_period=2
300,16,2,345,23,302
300,16,2,345,23,308
300,16,2,345,23,309
300,16,2,345,23,307
300,16,2,345,23,305
300,16,2,345,23,309
300,16,2,330,22,305
300,16,2,345,23,307
300,16,2,330,22,308
300,16,2,345,23,308
300,16,2,330,22,319
300,16,2,345,23,299
300,16,2,345,23,314
300,16,2,345,23,297
300,16,2,345,23,309
300,16,2,345,23,305
300,16,2,345,23,319
300,16,2,345,23,298
300,16,2,345,23,314
300,16,2,345,23,298
300,16,2,330,22,311
300,16,2,345,23,304
300,16,2,345,23,303
300,16,2,345,23,314
300,16,2,345,23,301
300,16,2,285,19,310
300,16,2,345,23,328
300,16,2,345,23,287
300,16,2,345,23,308
300,16,2,345,23,310
# Config 2/13: frame_count=16, burst_period=4
300,16,4,345,23,501
300,16,4,360,24,520
300,16,4,345,23,503
300,16,4,345,23,522
300,16,4,360,24,502
300,16,4,345,23,512
300,16,4,360,24,512
300,16,4,375,25,521
300,16,4,360,24,504
300,16,4,375,25,510
300,16,4,360,24,513
300,16,4,345,23,512
300,16,4,360,24,513
300,16,4,375,25,520
300,16,4,330,22,504
300,16,4,330,22,511
300,16,4,345,23,512
300,16,4,345,23,521
300,16,4,345,23,505
300,16,4,360,24,510
300,16,4,345,23,522
300,16,4,360,24,509
300,16,4,360,24,505
300,16,4,360,24,512
300,16,4,360,24,512
300,16,4,360,24,512
300,16,4,390,26,527
300,16,4,360,24,505
300,16,4,345,23,504
300,16,4,375,25,512
300,16,4,390,26,514
300,16,4,375,25,512
300,16,4,360,24,511
300,16,4,375,25,526
300,16,4,360,24,498
300,16,4,360,24,511
300,16,4,330,22,512
300,16,4,315,21,527
300,16,4,345,23,1010
300,16,4,360,24,513
300,16,4,360,24,518
300,16,4,360,24,505
300,16,4,345,23,511
300,16,4,360,24,512
300,16,4,375,25,512
300,16,4,360,24,513
